,Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,description_lengths_cleaned,description_cleaned
28389,28841,US,there s a mildness to this wine that most tastes of dried cherry and cranberry  with a medium bodied structure of moderate acidity  forest floor and earthy compost dominate ,Landy Vineyard,86,58,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Fulcrum 2014 Landy Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Fulcrum,16,mild wine tast dri cherri cranberri medium bodi structur moder acid forest floor earthi compost domin
28406,28859,Argentina,cherry  tea  spice and citrus peel aromas lead to a balanced palate  this tastes of citrus  raspberry  spiced plum and lightly buttered oak  a creamy sense carries over to the finish  but mostly this is lively and solid ,Art of the Andes,86,12,Mendoza Province,Mendoza,UNKNOWN,Michael Schachner,@wineschach,Don Rodolfo 2015 Art of the Andes Pinot Noir (Mendoza),Pinot Noir,Don Rodolfo,24,cherri tea spice citru peel aroma lead balanc palat tast citru raspberri spice plum lightli butter oak creami sens carri finish mostli live solid
28586,29048,US,big  rich and sappy  this tastes like cherry and raspberry jam that has been boiled down and made into wine a suggestion of its youth  it is very fine  with keen acidity and a noble structure tinged with minerality  give it     years to age ,Rancho Ontiveros,90,48,California,Santa Maria Valley,Central Coast,UNKNOWN,UNKNOWN,Hug 2009 Rancho Ontiveros Pinot Noir (Santa Maria Valley),Pinot Noir,Hug,23,big rich sappi tast like cherri raspberri jam boil made wine suggest youth fine keen acid nobl structur ting miner give year age
28595,29057,US,tasting rich and vital  this has a wealth of raspberry  cherry and cola flavors to the long  spicy finish  it s just what you want pinot noir to be  dry  silky and elegant  it doesn t seem to be an ager  so drink by      ,Hallberg Vineyard,90,60,California,Russian River Valley,Sonoma,UNKNOWN,UNKNOWN,Halleck 2008 Hallberg Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Halleck,20,tast rich vital wealth raspberri cherri cola flavor long spici finish want pinot noir dri silki eleg seem ager drink
28854,29341,US,there is a delicious  citrusy kick to this wine  lifting the bright berry fruit flavors  the flavors pile on  with peppery spice and chocolate  and a complex midpalate that tastes like cherry cola ,Guadalupe Vineyard,92,40,Oregon,Willamette Valley,UNKNOWN,Paul Gregutt,@paulgwine ,Soléna 2009 Guadalupe Vineyard Pinot Noir,Pinot Noir,Soléna,20,delici citrusi kick wine lift bright berri fruit flavor flavor pile pepperi spice chocol complex midpal tast like cherri cola
29053,29550,France,an attractively simple  fruity pinot noir  it has ripe wild strawberry and red plum flavors  spiced with a gamy edge  the wine has a light structure  and is not for aging ,UNKNOWN,84,12,Burgundy,Bourgogne,UNKNOWN,Roger Voss,@vossroger,Manuel Olivier 2009  Bourgogne,Pinot Noir,Manuel Olivier,18,attract simpl fruiti pinot noir ripe wild strawberri red plum flavor spice gami edg wine light structur age
29054,29551,US,too much acidity in this dry wine  making it almost sour  yet it has an enormous core of red and black cherry fruit  with a tasteful application of smoky oak  and a lovely  silky texture  seems too unbalanced to age  so drink up ,Regan Vineyards Reserve,84,40,California,Santa Cruz Mountains,Central Coast,UNKNOWN,UNKNOWN,Bargetto 2008 Regan Vineyards Reserve Pinot Noir (Santa Cruz Mountains),Pinot Noir,Bargetto,25,much acid dri wine make almost sour yet enorm core red black cherri fruit tast applic smoki oak love silki textur seem unbalanc age drink
29063,29560,France,light pinot noir  with crisp raspberry flavors  the very fruity wine has an edge of bitterness to go with the acidity ,UNKNOWN,84,14,Burgundy,Hautes Côtes de Nuits,UNKNOWN,Roger Voss,@vossroger,Manuel Olivier 2008  Hautes Côtes de Nuits,Pinot Noir,Manuel Olivier,12,light pinot noir crisp raspberri flavor fruiti wine edg bitter go acid
29220,29717,US,from great farmers and a great site  this wine somehow never comes fully to life  offering a muted taste of cherry and strawberry around minty dollops of earth and dried herb ,Sangiacomo Vineyard,86,69,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Acacia 2013 Sangiacomo Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Acacia,21,great farmer great site wine somehow never come fulli life offer mute tast cherri strawberri around minti dollop earth dri herb
29392,29889,US,thick  rich and tightly wound  this cool climate wine from near the town of the same name is brightly acidic and floral  a mix of rose petal  violet and dried herbes de provence on the nose echoes on the palate  bing and dark cherry provide a sultry fruitiness that never dominates over the piquant cardamom spice  drink now through      ,Freestone,94,60,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Lynmar 2013 Freestone Pinot Noir (Russian River Valley),Pinot Noir,Lynmar,36,thick rich tightli wound cool climat wine near town name brightli acid floral mix rose petal violet dri herb de provenc nose echo palat bing dark cherri provid sultri fruiti never domin piquant cardamom spice drink
29412,29909,Austria,smoky oak frames red and black cherry and offers hints of intense fruitiness  almost of kirsch  there s an undertow of wet earth and leaves  of finely ground white pepper  presented with pliable  velvety softness  yet there is freshness and precision and the well fused harmoniousness of all these elements that makes pinot such a compelling  haunting proposition ,Reserve,94,50,Wagram,UNKNOWN,UNKNOWN,Anne Krebiehl MW,@AnneInVino,Anton Bauer 2013 Reserve Pinot Noir (Wagram),Pinot Noir,Anton Bauer,36,smoki oak frame red black cherri offer hint intens fruiti almost kirsch undertow wet earth leav fine ground white pepper present pliabl velveti soft yet fresh precis well fuse harmoni element make pinot compel haunt proposit
29440,29937,US,this fruity wine brings a mix of strawberry and watermelon  in a smooth and simple format  there s a suggestion of some over ripe fruit in the mix  so best to drink this chilled down ,Rosé of,85,20,Oregon,Oregon,Oregon Other,Paul Gregutt,@paulgwine ,Pino 2015 Rosé of Pinot Noir (Oregon),Pinot Noir,Pino,16,fruiti wine bring mix strawberri watermelon smooth simpl format suggest ripe fruit mix best drink chill
29451,29948,US,generous  abundant  ripe fruit flavors and a tasty touch of spicy oak make a fine combo in this medium bodied  plush textured wine  with repeated sips the fruit flavors taste even more intricate and interesting  the texture firms up nicely due to fine tannins and welcome acidity  while tempting to drink now  this will be best after      ,Savoy Vineyard,93,58,California,Anderson Valley,UNKNOWN,Jim Gordon,@gordone_cellars,Failla 2013 Savoy Vineyard Pinot Noir (Anderson Valley),Pinot Noir,Failla,36,gener abund ripe fruit flavor tasti touch spici oak make fine combo medium bodi plush textur wine repeat sip fruit flavor tast even intric interest textur firm nice due fine tannin welcom acid tempt drink best
29458,29955,US,harmony and balance are the hallmarks of this full bodied and vibrant wine in which everything seems well woven together  it smells like bright cherry  cinnamon and cloves  and tastes brisk and tangy like red cherries  a velvety texture complements the brightness of the fruit flavors ,UNKNOWN,93,40,California,Sonoma Coast,Sonoma,Jim Gordon,@gordone_cellars,Senses 2013 Pinot Noir (Sonoma Coast),Pinot Noir,Senses,30,harmoni balanc hallmark full bodi vibrant wine everyth seem well woven togeth smell like bright cherri cinnamon clove tast brisk tangi like red cherri velveti textur complement bright fruit flavor
29657,30160,US,the pommard clone gives a distinctive taste of breakfast tea to the wine  with fresh raspberry fruit and a lick of lemon  it s nicely astringent but smooth and well structured  with light touches of frangipane ,Pommard Clone,92,60,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Shea 2013 Pommard Clone Pinot Noir (Willamette Valley),Pinot Noir,Shea,21,pommard clone give distinct tast breakfast tea wine fresh raspberri fruit lick lemon nice astring smooth well structur light touch frangipan
29749,30252,US,tasted in october        this pinot had a spritziness indicating some instability  making it hard to evaluate  that could calm down eventually  leaving behind a big  flavorful and dry red wine  brimming with berries  cherries and cola ,Bohemian Vineyard,86,40,California,Russian River Valley,Sonoma,UNKNOWN,UNKNOWN,Furthermore 2008 Bohemian Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Furthermore,23,tast octob pinot spritzi indic instabl make hard evalu could calm eventu leav behind big flavor dri red wine brim berri cherri cola
30079,30606,Chile,spiced cherry  plum and dry oak aromas drive the nose  the palate is plump  fruity and creamy feeling  with woody  resiny flavors of plum and raspberry  the finish is oaky and a bit hot  with mint and pepper notes ,Nimbus Single Vineyard,88,20,Casablanca Valley,UNKNOWN,UNKNOWN,Michael Schachner,@wineschach,Viña Casablanca 2011 Nimbus Single Vineyard Pinot Noir (Casablanca Valley),Pinot Noir,Viña Casablanca,25,spice cherri plum dri oak aroma drive nose palat plump fruiti creami feel woodi resini flavor plum raspberri finish oaki bit hot mint pepper note
30138,30665,US,this pinot is quite tart  giving the cherry and cola flavors a sweet and sour candy taste  it s nicely dry and spicy  but that acidity really cuts ,Zabala Vineyard,85,38,California,Arroyo Seco,Central Coast,UNKNOWN,UNKNOWN,Mercy 2009 Zabala Vineyard Pinot Noir (Arroyo Seco),Pinot Noir,Mercy,17,pinot quit tart give cherri cola flavor sweet sour candi tast nice dri spici acid realli cut
30222,30757,France,light  bright and fruity  this has soft tannins  plenty of red fruits and balancing acidity  just dry to finish  it is ready to drink now ,Le Renard,85,22,Burgundy,Givry,UNKNOWN,Roger Voss,@vossroger,Domaines Devillard 2010 Le Renard  (Givry),Pinot Noir,Domaines Devillard,14,light bright fruiti soft tannin plenti red fruit balanc acid dri finish readi drink
30292,30827,US,this light fruited wine is the most widely available of the winery s pinots  its cherry and orange candy flavors give it a pleasant  albeit superficial  entry  don t expect complexity  but for a light and accessible taste of the willamette valley  it s a fair value ,Atração,87,20,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Coelho 2015 Atração Pinot Noir (Willamette Valley),Pinot Noir,Coelho,25,light fruit wine wide avail wineri pinot cherri orang candi flavor give pleasant albeit superfici entri expect complex light access tast willamett valley fair valu
30583,31122,US,this medium bodied wine has ripe plum and cherry candy aromas  equally fruity flavors are accented by some oak spice  with pretty good balance from mild tannins and acidity ,Reserve,85,14,California,California,California Other,Jim Gordon,@gordone_cellars,Red Rock 2015 Reserve Pinot Noir (California),Pinot Noir,Red Rock,20,medium bodi wine ripe plum cherri candi aroma equal fruiti flavor accent oak spice pretti good balanc mild tannin acid
30613,31152,US,it s impossible to exaggerate the yummy factor of this silky  fruity pinot noir  while it has pleasant acidity  it s the raspberry  cherry  cinnamon and brown sugar flavors that make it so appealing to drink now ,UNKNOWN,92,35,California,Napa Valley,Napa,UNKNOWN,UNKNOWN,Merryvale 2010 Pinot Noir (Napa Valley),Pinot Noir,Merryvale,19,imposs exagger yummi factor silki fruiti pinot noir pleasant acid raspberri cherri cinnamon brown sugar flavor make appeal drink
30620,31159,US,right off the bat  this pinot impresses for sheer depth of fruity flavor  it s rich and showy with plums and cherries  spicy notes of tobacco and pine  and toasty  new oak  the tannin acid structure is impeccably balanced  delicious to drink now  but should also mature beautifully  a majority of the grapes come from the winery s wayfarer vineyard  in the new fort ross seaview appellation ,UNKNOWN,92,75,California,Sonoma Coast,Sonoma,UNKNOWN,UNKNOWN,Pahlmeyer 2010 Pinot Noir (Sonoma Coast),Pinot Noir,Pahlmeyer,40,right bat pinot impress sheer depth fruiti flavor rich showi plum cherri spici note tobacco pine toasti new oak tannin acid structur impecc balanc delici drink also matur beauti major grape come wineri wayfar vineyard new fort ross seaview appel
